c0,c1,"c2,1","c2,2","c2,3",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
26.29298903542105,0.6027937845597123,37.51219345406646,-418.96444424878484,458.3378158934579,0.0,0.0,0.0,0.0,0.0,0.0,4.450840982879044,4.6065920312415605
