train set,test set,c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
gov,flores,0.3010403286294871,1.5860866115263443e-06,7.519230093626272e-07,-1.77571075119009,-5.719246786992809,-3.857027881831356e-09,-2.928952724235866,4.413425999710139,4.531986380307701
gov,bible,0.30686437828093016,4.70630709622087e-09,-4.347646102723974e-08,3.9221431756432556e-08,-1.6107417137753247e-06,1.0385097668252525e-08,-1.096141582020427e-07,1.3183827862141246,1.3236852431725183
gov,gov,15.82096189230069,2.5645475906441875,2.690513468744271,4.842904937090823,3.4339198195777083,-2.316819814126433,1.5719754784514266,8.834537515702431,8.963389184267852
bible,flores,0.33311061447905477,1.0879917759569674e-09,-1.0992594555777587e-07,-9.688569794627131e-08,9.994872003008956e-08,-4.412393480082047e-08,-0.0004698174814891358,0.9896093265835927,0.994474456698824
bible,bible,6.866412908274317,2.046309467109969,1.887838240396295,-0.23968057149055436,3.041185595240495,-3.850576003576631,1.1865370282833652,6.560177876062232,6.691592243919651
bible,gov,0.18864879172425206,-7.623668002457325e-09,1.7177071560447712e-08,2.3480542915231712e-08,-3.767344760676941e-09,5.061587893059625e-08,-2.405566892092392e-08,0.7374273255526116,0.740663645367341
