train set,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
gov,11.305582382856599,5.588071090361562,2.110302322952008,-4.297345445789018e-08,14.464304179290691,14.47922396087311
bible,9.275302249357022,0.38103048941602125,0.0013896334146599077,1.9349774926637473e-08,12.017552631148714,12.024058202872027
