c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3",rmse,kfold rmse
3.601742884270603,-8.060503566599753e-10,0.003964251004679582,-0.014546571325545881,0.013417661876888372,0.003954522821772046,0.017884216352821933,2.9305952625416505,2.326564929510158,1.7829360550630666,14.036024721293934,14.015752685464765
