train set,train set size,test set,c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2",rmse,kfold rmse
gov,1,flores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.107641334314694,3.194177194408584
gov,1,bible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1410521460476728,1.1410521460476728
gov,1,gov,10.260842201577503,9.013766681045724e-05,0.0006719537176604135,6.55179419690247,-3.206595595472063e-10,2.535825014950477e-06,3.171039793489839e-06,4.822152935739986,4.747378309843987
gov,10,flores,4.011379351628979,-4.586092041960172e-09,-0.0017037542037889762,3.262009946271548,2.5875774169097445,0.0077957783074518484,-0.012313850831946457,4.433373271294733,3.853579829907133
gov,10,bible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3958297101421877,2.3958297101421877
gov,10,gov,11.989064736120978,3.78338300271697,-2.960776386534362e-09,10.410172853733405,8.989149318711265,0.019654536837658644,0.04411506834528035,5.259606702302818,5.038141583072508
gov,25,flores,4.992201968000941,1.5114697457329323e-11,0.00016073048699910802,4.019433923734461,3.1439440426847214,-0.0004232612359371857,-0.012794077299649953,4.996042031723206,4.398569131625678
gov,25,bible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.874369496080836,2.874369496080836
gov,25,gov,13.479157755099289,4.301329690550148,0.01159571493496874,11.631749229371446,9.969075857323663,-7.187097082417649e-09,0.02884827789413924,5.9149392889365755,4.919356253836259
gov,50,flores,4.933533949969227,0.0029188213751413874,-0.00020017951919431114,3.96604042875837,3.0952961940963633,-9.090291746940385e-10,-0.0010997901366506758,4.689085866803154,3.8058327728040946
gov,50,bible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.335950912726264,2.335950912726264
gov,50,gov,17.76014839128795,-4.590566604714951e-09,0.263842887049891,13.36532138526012,9.42193273204238,0.011108886290917342,0.00025071627416290066,6.932187822597636,5.697711128563714
bible,1,flores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2473972903610142,1.2473972903610142
bible,1,bible,6.135341817473205,0.3792855606207634,-5.589355929471031e-09,4.9293232019318545,3.8422121613405134,0.050589361030239484,4.464580888044516e-07,4.37788010248185,3.9875488551038143
bible,1,gov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74565407529229,0.74565407529229
bible,10,flores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4240462041801103,2.4240462041801103
bible,10,bible,11.24871716873264,-4.061010527722886e-09,-0.030512527989958117,8.845632851008927,6.682661922228328,-0.000417814174937297,-0.03287222458597652,4.733556286601244,4.369813864017944
bible,10,gov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4676511847165867,1.4676511847165867
bible,25,flores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7542694131112158,2.7542694131112158
bible,25,bible,12.534631312483375,-2.630645553726286e-09,0.018768200874188297,9.830422822537438,7.3968023297266186,-0.03412889130285756,-0.08239788882939199,5.576199729312661,4.958735456065167
bible,25,gov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6792855623746665,1.6792855623746665
