language to,c0,c1,c2,rmse,loo rmse
ka,6.464293087734885,0.04762097559126408,0.6145837075840828,10.779550824015613,10.786024871997173
gu,10.181797104291483,-0.02630583542981921,0.6857888536915422,10.359360006143405,10.36592537765957
hi,9.27054629838787,-0.016421140095151665,0.654427801615775,11.147984749111954,11.152216283438664
si,9.83317900759955,-0.018555836206617115,0.6922156820606792,15.366352175933368,15.37595316184137
ta,7.853922729121134,-0.005905081457572385,0.6519061717586652,12.261497181157155,12.269011497636585
