train set size,test set,c0,c1,c2,rmse,kfold rmse
1,flores,0.0,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,1.3762905501594334,1.3845832801170973e-08,1.9098553507396105,8.583688231502755,8.654144517556054
1,gov,1.4581030507475465,1.0768995801736434,1.3401509968400775,9.689563556460055,9.717754985269785
10,flores,1.2270871276070012,-7.475524741645726e-10,1.762193515896147,5.582328797336079,5.586844933339295
10,bible,1.756621919666797,1.034173040090338,1.6145435282775311,13.224729006121844,13.323890168020931
10,gov,1.8015798291351708,1.8116322767694142,1.3424518648642279,16.997640038835502,17.343321167437846
25,flores,1.5980622423864992,-3.215192434660033e-10,1.6515619835418398,6.6861283656186,6.71664446194959
25,bible,1.886450141376711,1.2655070006351146,1.558712095232353,15.047360777388763,15.149880012594235
25,gov,1.9338046514784009,2.0736135207551945,1.2241526270214478,18.864787284894014,19.30182045174762
50,flores,2.036540207258585,2.9305994900977215e-11,2.0208765051696176,4.402421517533805,6.092046464089035
50,bible,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,4.974376265295409,3.670948905396728,0.030815877255857584,4.601463856296987,12.289530604813793
