c0,c1,"c2,1","c2,2","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
22.43124498400623,1.9895843295234472,-105.4198929463287,56.332077092249015,9.333133700530624,3.537306106557507,1.0911885111895498,9.066720192142661,3.5310921842322465,1.3017019001916816,2.980504715421143,-1.556894842626226,-1.9665346399955326,6.843591961178544,-0.2890636948891496,-3.1079416834241833,9.38287231305801,-2.360894926084224,-12.927841753251885,7.343231510880327,2.449086321205554,0.8334587096692921,4.30555688063462,4.339540291278631
