c0,c1,c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
2.5333714033099684,1.5694446222226566,-1.4948180243932156,9.789556738130312,-0.8785035126530253,-3.643226818055854,-1.2867737172075764,-28.738874944716862,-2.6541685487038147,6.531090419226708,6.593009091764117
