train set size,test set,c0,c1,rmse,kfold rmse
1,flores,4.7632337740960246e-17,-1.1709176015919048e-16,3.7177950454536886,3.7177950454536886
1,bible,6.424437456781947,-9.02423297651617e-10,8.765354094941243,9.074219916630312
1,gov,7.359236373316432,7.640499006097994e-12,9.952570750018388,9.734567602118544
10,flores,4.559928852783572,-4.273377220945944e-10,5.945986523893031,5.717356801245779
10,bible,12.339972200979354,-2.0209291394218118e-09,13.314673822577552,13.63856792144148
10,gov,15.72502862163826,-2.921618161335678e-09,17.102368054251183,16.95650434756538
25,flores,5.94849861893062,-1.698104349397491e-09,6.9413261819451995,6.716027563760518
25,bible,14.630677334461005,4.523000794335359e-09,15.108829000739185,15.390043877975979
25,gov,17.69240527815612,-4.059668879370664e-10,18.968722916546845,18.829624716888453
50,flores,11.699936656733835,6.3712257657003715e-09,4.235207594924643,3.576161260452851
50,bible,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,39.92066463919794,-2.002430651201401e-09,5.856892730471479,5.598949906253599
