train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
cc_align,25,gov,1,flores,19.074152066132783,-21.884743865611984,-19.27901248317587,-13.837695665310253,1.637681287674742,1.7378147196983336
cc_align,25,gov,1,bible,6.40502901087888,-9.839701069333922,-8.02610029182003,-4.843320882091417,0.27838821814150105,0.2792848008753834
cc_align,25,gov,1,gov,28.413172278073944,-7.989843103782152,-14.078258483999575,-16.636151236269143,2.669831455354438,2.673989944300877
cc_align,25,gov,10,flores,32.4691915540007,-35.14491674943338,-30.185963479765128,-18.85110461603579,2.345527659184602,2.540647336583716
cc_align,25,gov,10,bible,7.174433663272155,-8.381683826125345,-7.1165981959577,-4.423506585419168,0.7014271166700072,0.703957069397307
cc_align,25,gov,10,gov,32.812990556852824,8.123938647777468,-2.428288381569177,-8.5787480456826,3.8664583277206033,3.8676722830288623
cc_align,25,gov,25,flores,34.16190001829365,-34.998442339395204,-30.384295156906,-19.54743527235412,2.5055937420100647,2.7199673200657077
cc_align,25,gov,25,bible,8.826442470013616,-10.414885641877119,-9.179397221353474,-6.512260278847151,0.7276675064890558,0.7386173268720293
cc_align,25,gov,25,gov,35.798557605238805,10.374388494314609,-4.2128441073680705,-8.582155367703065,4.348045537940007,4.348562981031757
cc_align,25,gov,50,flores,12.911790983739628,5.944532537018905,1.617188865820258,0.8057843597842866,3.2690467528592473,3.5368084496948238
cc_align,25,gov,50,bible,3.131543718594931,1.9676971336656777,-3.5900920035602897,-0.6907212743098736,0.588784057757615,0.5972160704418054
cc_align,25,gov,50,gov,31.913822114595032,17.334968076234563,24.767346051350195,-0.6858503188497997,5.436502143484701,5.500013041715993
cc_align,25,bible,1,flores,5.323982275980303,-6.509452185094269,-6.012462400327168,-4.81574090453663,0.46690470119715,0.4671426144361258
cc_align,25,bible,1,bible,13.465556669677609,8.56994194180984,7.31728535853423,7.589076503470278,2.6309694030908073,2.6404545063236857
cc_align,25,bible,1,gov,3.227686965719487,-4.144481716905253,-3.5838689650104643,-2.2886756961824695,0.3924283374069717,0.4060651289775209
cc_align,25,bible,10,flores,8.945263067919758,-11.222576122023282,-9.847287561135165,-7.1197907707638874,0.4620606020859168,0.46356109509846466
cc_align,25,bible,10,bible,17.063686236044706,18.907337881552856,18.174979903672707,15.86534104291685,3.200312484742702,3.2155870381627176
cc_align,25,bible,10,gov,7.29981724010737,-10.529647941495522,-8.76333000433152,-5.637894729754638,0.45771169965383235,0.4626013402549125
cc_align,25,bible,25,flores,9.743098526145616,-12.164235233684018,-10.826437155862283,-8.12772637084406,0.47486840282335063,0.477726095395911
cc_align,25,bible,25,bible,20.074207539738282,20.51858541801906,19.46055799907405,19.213578331291,3.1179320069558933,3.1328723065076582
cc_align,25,bible,25,gov,8.192588796922008,-11.448728313209921,-9.744074760531769,-6.703836093011061,0.4488875137492688,0.45043189150957685
cc_align,100,gov,1,flores,18.63354042750628,-18.694540409424118,-16.792955818451897,-11.622677074755009,1.6375286257039903,1.745279347263629
cc_align,100,gov,1,bible,6.416519488966835,-9.295740844834498,-7.761804163308714,-4.7864763266177155,0.2863564212655271,0.2898275349237905
cc_align,100,gov,1,gov,25.427044658000618,3.488772915612598,-12.799545025658478,-15.619165939684887,2.323252031097789,2.32527178817635
cc_align,100,gov,10,flores,32.83365179640397,-33.191921791592684,-28.772898516061165,-18.019051806693582,2.2458851261807666,2.4174366589427154
cc_align,100,gov,10,bible,7.907600906934427,-8.654481457907094,-7.54068702081229,-4.910912506871619,0.6939020103732225,0.7028513356323864
cc_align,100,gov,10,gov,33.188278486473465,8.224555339479274,-1.6858117321949901,-7.5526678904424855,3.9326199918120732,3.9326270552338025
cc_align,100,gov,25,flores,33.38401695008616,-30.79090042111869,-27.51046123575424,-17.437234093557702,2.332809465001375,2.48274042138921
cc_align,100,gov,25,bible,8.23935583208611,-8.444006322014031,-7.4836893629142756,-4.91192195644014,0.7549834435270749,0.7794585013057189
cc_align,100,gov,25,gov,34.638075324865596,13.640984852521429,-3.762541563009467,-3.3978533720245587,4.476773391629288,4.476779596490884
cc_align,100,gov,50,flores,14.0103562092826,6.137214594605026,4.905419346654366,-0.2620733625685828,3.5140985883863,3.7526612907562864
cc_align,100,gov,50,bible,3.1201349105010596,1.705015450455875,3.0563938851540513,-0.9036650759265304,0.4109609335487034,0.41231047982143093
cc_align,100,gov,50,gov,32.28206684212042,17.754188231646207,22.66917041619158,-1.7323863078006083,5.640921910823595,5.7045636517125
cc_align,100,bible,1,flores,5.51541259458834,-6.468464204949088,-6.031365748743579,-4.890756137650683,0.45825756949558405,0.45849996970798085
cc_align,100,bible,1,bible,12.620423303194098,10.677430776320943,10.627721779031107,11.846389082226247,2.5569513096654783,2.576043477894075
cc_align,100,bible,1,gov,4.081726582968972,-5.2361645160550605,-4.663265024322867,-3.3771620727286673,0.4018706259482024,0.41338709327804923
cc_align,100,bible,10,flores,9.728750183233002,-11.616716016344236,-10.387737668286189,-7.7347773401482245,0.46636895265444084,0.46927840587674885
cc_align,100,bible,10,bible,17.351404036334177,19.21070729417217,18.35285373930318,16.060256995446952,3.3063575124296523,3.319772415224987
