c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3",rmse,kfold rmse
3.2579996594238843,0.5113852664117139,-6.484276924431459e-08,-2.3323586129708013e-08,-9.204884184950255e-08,-4.7193992627835905e-08,-6.029456292789145e-08,2.1888097910710064e-07,2.0334812904784728e-08,-1.9339663132033582e-07,2.7685960789066617,2.328148260459344,1.9317051731160315,9.003569463375681e-07,-1.340197137823491e-08,1.075350213813599e-07,14.054179566949518,14.035332800782019
