c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3",rmse,kfold rmse
2.897019924083245,0.42904361032414357,0.00013577009781612907,9.97507014633712e-06,2.456020198831825e-05,-1.595899361655335e-05,2.468027437032491e-06,1.1147947856230735,2.646109927728165e-06,-1.4401685249555681e-05,2.459691608748027,2.0660961103272926,1.7118604149198893,3.1466785954552555e-06,-9.553257217055126e-06,-1.664622611323971e-07,14.1170131474745,13.961471557066654
