model,pareto,rawlsian,gov,bible
linear,False,False,14.798607964746358,12.238649231863397
poly2,False,False,14.755932608613843,12.248842681149744
poly3,False,False,14.901564235705642,12.226658355625258
exp,True,False,14.754733495705487,12.122805698241562
log,False,False,14.80266605640675,12.236507118498732
power,True,True,14.688232025208707,12.198216806500149
hmult,False,False,14.802741049313571,12.236439866706036
