model,mean,min,25%,50%,75%,max
linear,1.9130713053900255,0.4049805051505978,0.8404327260988993,2.2514880236587107,2.8262683886526534,3.419801403661561
poly2,1.8422041936778644,0.4070413006133632,0.836517727105306,1.936606162871065,2.731814086713723,3.6368571444184887
poly3,1.8181054342209484,0.4086486860389168,0.8404562510761859,1.6884403517971758,2.691076385547041,3.770670418152589
exp,2.5276801337942207,0.3977082456083717,0.819291740342736,2.3590794687154317,2.9743286461558878,9.113364411880646
log,1.9197670347148401,0.3572826080700786,0.6917147178288494,1.8460986302184492,2.8472153453987774,6.360804533874744
power,2.001982833043413,0.3943896071922156,0.8478929697099163,1.6261345339029654,2.305175504708717,9.739029196492366
mult,4.144183534290798,0.3936141447770245,0.5203965303251261,0.986014119955966,8.164102250739601,16.141234984431872
hmult,4.507614454341353,0.3980933077378972,0.6230868878533536,0.8718666012724302,7.907643736286031,15.35899906467981
am,2.341117750794239,0.3976369530587688,0.8492284613266687,2.288844617686097,3.662750974006967,6.048346890742994
gm,2.3312687597478767,0.398612980788373,0.8468516250928273,2.2878194936337755,3.651990636661396,6.110091679845315
hm,2.325874310331192,0.3964954681496395,0.8486494044413456,2.2871508763519968,3.6501229461533513,6.183115437496216
