train set,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
gov,13.08656332828233,2.963428340926646,-4.177397567693968e-09,0.016779791875516804,14.472163873651287,14.483679176044138
bible,6.708775529858859,4.130790056202703,3.541652308395602e-08,0.0026065112232872994,12.009423553346105,12.020053001169767
