train set,test set,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
gov,flores,8.425223856890991,-1.2221585811018227e-09,-5.915123210378637e-09,2.1838321682765928e-05,1.3923420650655275e-06,5.761561295797408,5.815803188957298
gov,bible,-7.07508891562735e-18,-1.6000585344538095e-17,-2.0920493181698564e-17,-1.9828389155189628e-17,-2.4459851523309116e-17,2.271685619876913,2.271685619876913
gov,gov,30.241608690144574,5.284700882471535e-05,-1.029143127109788e-06,5.668968505363351e-06,6.087639064391697e-11,10.0829798180954,10.148119212777013
bible,flores,0.0,0.0,0.0,0.0,0.0,2.2374092160353682,2.2374092160353682
bible,bible,23.781678772163126,0.02027961957484855,0.001408426778996178,-1.0486845851478614e-09,-0.0012040480009816018,7.309111667627072,7.517925348089077
bible,gov,0.0,0.0,0.0,0.0,0.0,1.3576941236277535,1.3576941236277535
