train set,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
gov,12.732799793021071,1.2633060355753784e-08,0.23532813412373552,0.0031844284514422395,0.06737785030221936,14.664067411101467,15.041616635768966
bible,7.048733065005315,-2.0848060927243095e-09,2.76758570208562e-05,4.964638431756807e-05,-8.874215383750337e-06,12.27364795353874,12.245867466293316
