train set size,test set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
1,flores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,6.198241353786834,-6.868967206741162e-10,0.00018961854003906548,-0.014627059588061746,-0.0051665596594111535,0.001467789933489537,0.013859157158233017,8.833177481165693,8.945464369327526
1,gov,6.321929623725477,-2.0141245398420573e-09,0.0037282485119261217,0.02954629271134516,0.002745413162516805,-0.001256820548849865,-0.005400098577261723,10.263716540501783,9.684962660986539
10,flores,4.552932616415276,4.140994768539417e-06,-1.7412723324046697e-05,-5.475478260081325e-05,-6.949434225361523e-09,1.3403801550790861e-05,-3.141745779535319e-07,5.948934057621672,5.719482343021437
10,bible,12.310651407244912,-1.542884890301041e-08,-1.946338579519073e-08,-8.954139633970093e-09,1.8973462989307478e-07,-7.93258499581563e-09,-1.048288176988936e-08,13.320210358834021,13.64056955037779
10,gov,16.458035319272064,-7.139739520434156e-10,0.014954299712016105,-0.0007506611245973325,-0.000566654103055474,-0.00800419872973145,0.003947065863291387,17.01887728004538,16.95494439337678
25,flores,5.887594560635056,-3.302216151376627e-09,0.002007693399782304,0.005592213486744448,-0.0034488927251229693,0.0028562651764322575,-1.2189565585793521e-05,6.963441641396142,6.716468472653016
25,bible,14.72964577411545,6.502055115075232e-09,-3.9052562120625484e-07,-1.5270608941008533e-07,-4.067735874309019e-06,2.84011122628089e-06,7.075712458487669e-08,15.092773313493582,15.416873254882217
25,gov,18.111445187876196,1.8470272315482483e-09,-0.07537480851708495,0.03256471258214235,-0.04163897517286597,-0.0029694917970400515,-0.025614800068897,18.924820726946308,18.827401143575006
50,flores,11.410629363087208,7.13078272615146e-08,-8.857246616360042e-08,-6.86416217683067e-08,2.0976456841584952e-08,-3.691335647959634e-08,-1.050474229883294e-08,4.412171250521399,3.5561782188663558
50,bible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,39.83301093562624,1.1389249958178301e-07,9.201377814995713e-07,3.0856418398784557e-06,-2.485141487930411e-08,1.245110505599211e-06,2.4133126379790666e-08,5.893541433522993,5.612652931138454
