,models,Normality Pearson p-value,Normality Shapiro p-value,AIC of model,BIC of model,LogLikelyhood,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value,Normal Test,Homoscedasticity Test
0,linear,0.1263928360210396,0.000310666422592476,181.01479652816266,185.10384140360952,-89.50739826408133,-0.02165672564051513,6.567351117085379e-07,4.737524221287358e-10,X,X
1,poly2,0.12606108035251426,0.000307728216284886,180.86490532399614,184.953950199443,-89.43245266199807,-0.014390433622131216,6.45559974381704e-07,4.3357278078352446e-10,X,X
2,poly3,0.12538167346586013,0.0003016534901689738,180.6884357853047,184.77748066075156,-89.34421789265235,-0.005901910763576712,6.245370365013427e-07,3.6179199612622005e-10,X,X
3,exp,0.05512346693264894,0.0003043794131372124,159.4342455183829,163.52329039382977,-78.71712275919145,0.6344015707276207,2.572251307074027e-05,6.7067682198975424e-09,X,X
4,log,0.044404469828210905,0.0007046745740808547,148.6393075966932,152.72835247214005,-73.3196537983466,0.781345932531381,0.00010257655969016738,1.058068463820866e-06,X,X
5,power,0.04273462146177436,0.0004576624487526715,107.96516929904827,112.05421417449512,-52.982584649524135,0.968479845965063,0.0004965735254272715,1.3496019847764324e-07,X,X
6,mult,0.04273462146177436,0.0004576624487526715,107.96516929904827,112.05421417449512,-52.982584649524135,0.968479845965063,0.0004965735254272715,1.3496019847764324e-07,X,X
7,hybrid_mult,0.0525325925870508,0.0003081259492319077,109.47492174271417,113.56396661816102,-53.73746087135709,0.9661303231673303,0.0001778498618630503,9.470824901150447e-09,X,X
