c0,"c1,1","c1,2",c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
7.749343406851822,23.046575180222167,-11.954053326659587,-3.663130015259716,7.925967817370289,-2.420162916475142,-0.6627504155182837,-0.9984605918321809,-22.746587215529058,1.0128945352256435,12.907958814288035,12.952673053847358
