train set,test set,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
gov,flores,8.379000445466296,-1.0538720740376662e-09,0.0014218039667555345,0.0056718741222692775,5.781369360152464,5.784005853703631
gov,bible,0.0,0.0,0.0,0.0,2.271685619876913,2.271685619876913
gov,gov,30.235463457210244,0.0034214146551214235,0.0017920037854788557,-2.344490203329723e-09,10.08411416867072,10.204795992750729
bible,flores,0.0,0.0,0.0,0.0,2.2374092160353682,2.2374092160353682
bible,bible,22.9758539593109,-4.709809057198309e-10,1.8727302108167232e-08,1.3710337864885902e-06,7.539276600993636,7.496522990422908
bible,gov,0.0,0.0,0.0,0.0,1.3576941236277535,1.3576941236277535
