c0,c1,c2,c3,c4,c5,rmse,kfold rmse
7.242399982343056,-7.41315175946466e-07,-2.3542109143155683,-5.716132686087244e-09,-0.009003444959375904,0.004705752751758698,14.184680678523815,13.870149872765726
