language to,c0,c1,c2,rmse,kfold rmse
ka,0.23152956805755895,0.935154153005355,-1.3916494997718731,6.296743578639909,6.360398795644381
gu,2.718914962486748,0.35226924074602056,-1.3602814155037033,8.195284030141902,8.28357348446064
hi,0.29343077847162397,0.9169808570589661,-1.4778772464431191,6.555523029004324,6.673162208487014
si,0.01895887533036331,1.2197309098271387,-1.6619035937259048,3.0050302026689772,3.04352052590765
ta,6.856620732584372e-05,2.8506927024734585,-1.4883032441331978,3.867346792199256,3.926972021660037
