train set size,c0,c1,c2,c3,rmse,kfold rmse
1,2.6204956998172166,-6.6283290985321785e-09,2.1563403134923025,0.0003902564693227889,8.537819738492818,8.502168118096051
10,10.999453406494977,0.007701962905873322,0.016695309059332822,4.297978810198678e-09,13.744564023325443,13.787837432044714
25,7.084121816099574,-2.2892111251116662e-09,5.882652528271788,-2.168289419038578e-05,15.42110075768506,15.269357385895715
50,8.41434188908773,2.702178264966536,7.4053474214560735,-8.946034506432046e-10,17.473070671979716,17.87427648834954
