train set 1,train set 1 size,train set 2,test set,language to,c0,c1,rmse,kfold rmse
cc_align,25,gov,flores,ka,6.005810293042939,0.30199221862548575,0.7801630685190855,1.9279424640690392
cc_align,25,gov,flores,gu,10.943086212473755,0.20408450503517822,0.8597673904080144,1.8578155932550229
cc_align,25,gov,flores,hi,9.886532570342933,0.18683762657849995,0.6067376743176603,0.7160633287816794
cc_align,25,gov,flores,si,6.770910994357409,0.18728329540103875,0.4605893929004503,0.640708097098256
cc_align,25,gov,flores,ta,4.70580219124088,0.2581010427612431,0.3583962259518582,0.359063387255221
cc_align,25,gov,bible,ka,0.7039487416751093,0.33778449726953774,0.1247734758774778,0.330809644445692
cc_align,25,gov,bible,gu,2.580104159006911,0.18448716537260867,0.03289805551729893,0.06762000356501911
cc_align,25,gov,bible,hi,1.8538845040698704,0.21404911818293273,0.4228508244683934,0.6339733430920252
cc_align,25,gov,bible,si,0.7894120057831533,0.29641448029318346,0.08625065099453441,0.08986015407705272
cc_align,25,gov,bible,ta,1.13947167024798,0.3031268751092743,0.27181502266590124,0.4500790522302267
cc_align,25,gov,gov,ka,18.325197584408688,0.20235319783758077,1.152456988534646,2.4726049298457142
cc_align,25,gov,gov,gu,24.59307072676247,0.14138781140839787,0.5344448204180539,1.0660473819249774
cc_align,25,gov,gov,hi,22.73900577162565,0.13359515003499728,1.2536935580136694,1.785151900252959
cc_align,25,gov,gov,si,27.559473826201916,0.16017855859470836,1.6132894290873927,2.2644026595715263
cc_align,25,gov,gov,ta,23.485336751625198,0.1498114556582714,1.1504429556418758,1.6349932723910592
cc_align,25,bible,flores,ka,1.0126661154763945,0.27046083558119116,0.1547350958785231,0.37069529121650774
cc_align,25,bible,flores,gu,2.8016724880621626,0.1825422003214712,0.16885038477054332,0.35470011895313924
cc_align,25,bible,flores,hi,2.362792854965699,0.12262858705278956,0.11960044635797479,0.2366144789305005
cc_align,25,bible,flores,si,1.2713391384938624,0.15711155376071134,0.1254870669621902,0.26028454516850885
cc_align,25,bible,flores,ta,1.400413917503495,0.2153041468240387,0.0006393506730231788,0.001361418067538263
cc_align,25,bible,bible,ka,14.71505938696485,0.20942678406106685,0.3364873109764426,0.7175342814937399
cc_align,25,bible,bible,gu,16.963834515296874,0.16221622678556674,0.11098830867281563,0.22466760156289062
cc_align,25,bible,bible,hi,19.324240298906183,0.15946564920958003,0.21737134512313966,0.4395196683601788
cc_align,25,bible,bible,si,23.035253910880197,0.16119014597530287,0.5842631673745371,1.1885792100755534
cc_align,25,bible,bible,ta,17.98299645582219,0.17767414232003675,0.3072462290547729,0.6333838737324428
cc_align,25,bible,gov,ka,0.5561962479671556,0.16119674189471453,0.07633824800839581,0.14763754008541005
cc_align,25,bible,gov,gu,1.6916912512953046,0.25161966775524786,0.1309978727115979,0.2981439746596243
cc_align,25,bible,gov,hi,1.5905903901683176,0.12574853761152896,0.01779250644294219,0.034641393813072234
cc_align,25,bible,gov,si,0.7431749388091743,0.2475810348588107,0.06221326587912478,0.14126330686978178
cc_align,25,bible,gov,ta,0.5010622886988159,0.3408282801547075,0.001267694477312815,0.003126613259302487
cc_align,100,gov,flores,ka,7.5297113280440415,0.2451541932034585,0.4775515101588711,1.0734266904405971
cc_align,100,gov,flores,gu,11.805757331897453,0.1936061695250206,0.9814735528902023,2.1009845904247912
cc_align,100,gov,flores,hi,11.160703787018,0.17790036624941025,0.5289320610528105,0.5671839667423135
cc_align,100,gov,flores,si,7.960892988005398,0.16912731206145623,0.6747510166530064,0.8890392076448448
cc_align,100,gov,flores,ta,6.076585065849154,0.2281887746482441,0.3439031776354228,0.45643721397576675
cc_align,100,gov,bible,ka,0.9314255465347564,0.27163476666517655,0.04305493447826242,0.09914564127977124
cc_align,100,gov,bible,gu,2.8876632805703397,0.1721989496463158,0.14901091719100462,0.3089567276936643
cc_align,100,gov,bible,hi,2.046261438784636,0.22534319841995692,0.31497119913727784,0.43634839695759886
cc_align,100,gov,bible,si,1.2119820239791712,0.2871323974836599,0.21998863893753007,0.22315036848231928
cc_align,100,gov,bible,ta,1.456187949603469,0.29491555491362664,0.37007146878190345,0.6077487909418262
cc_align,100,gov,gov,ka,20.59639383039201,0.16547732871308776,0.684119645511816,1.4009301184863863
cc_align,100,gov,gov,gu,25.254499587629287,0.1340347601930309,0.6575444392945929,1.3045235920161748
cc_align,100,gov,gov,hi,24.30146138276539,0.11584672275373024,1.1584934782373666,1.674676691975385
cc_align,100,gov,gov,si,28.86000555318835,0.1500253206535949,1.4433510751754113,2.0680195477270487
cc_align,100,gov,gov,ta,25.12331606766842,0.13381174971817084,1.1408452300972494,1.677050893524125
cc_align,100,bible,flores,ka,1.3264928103421187,0.22685181897816753,0.1905441127245975,0.43186433984569417
cc_align,100,bible,flores,gu,3.0004091759599523,0.21153050918508803,0.15638011957513848,0.3375215242077631
cc_align,100,bible,flores,hi,2.5665943324314595,0.13840525325639125,0.12228023660153152,0.24519885569730407
cc_align,100,bible,flores,si,1.3783230070301562,0.20894069072511584,0.1226777023585871,0.2674063892668805
cc_align,100,bible,flores,ta,1.693035931413825,0.23520298400782713,0.13764793301954284,0.307933801855115
cc_align,100,bible,bible,ka,15.781811264957886,0.19127476831713158,0.13324291593695717,0.2776119423661994
cc_align,100,bible,bible,gu,17.215158470896228,0.16064641625902257,0.2009408104091466,0.4068058991466522
cc_align,100,bible,bible,hi,19.81362347717505,0.15584294371102062,0.024033418466953095,0.04827753786736217
cc_align,100,bible,bible,si,23.950779487678236,0.15257783282654416,0.6234514930159661,1.258274183927781
cc_align,100,bible,bible,ta,18.525251709600234,0.17103592876479626,0.38389222285732266,0.7872150880367295
cc_align,100,bible,gov,ka,0.7989266252088856,0.09879555074016186,0.002162155838726511,0.004122512115471516
cc_align,100,bible,gov,gu,2.0912874154844263,0.22475361868310403,0.13813780473723278,0.3038516503974253
cc_align,100,bible,gov,hi,1.837904648064553,0.11551567873048536,0.07340671362383193,0.1438384943829595
cc_align,100,bible,gov,si,0.900631057490465,0.249885996042576,0.14429804983349093,0.33805924053726244
cc_align,100,bible,gov,ta,0.7608951632787547,0.350273389189775,0.07137570669263954,0.1854350659815032
gov,25,bible,flores,ka,1.795078110873566,0.17339366448451551,0.161179351363598,0.33875411202715805
gov,25,bible,flores,gu,3.5831552957268973,0.19497110559521386,0.1343234842895808,0.2835978391569786
gov,25,bible,flores,hi,2.5811401672440173,0.13090647058141877,0.1515982711178318,0.3029338826162667
gov,25,bible,flores,si,1.1354571782678755,0.22775648550034008,0.2036484833392798,0.4681334418886323
gov,25,bible,flores,ta,1.3195331778888164,0.21363979393110008,0.030281470531595994,0.06485815206176514
gov,25,bible,bible,ka,16.505657148486765,0.177754756103944,0.17736341850234263,0.3649169427458816
gov,25,bible,bible,gu,17.230580317864124,0.15683878117482764,0.05382480287288315,0.10828715676484817
gov,25,bible,bible,hi,19.253443423713573,0.16530448643887238,0.09227209881498116,0.18722676053756748
gov,25,bible,bible,si,23.328517453840213,0.15725312866386723,0.9293691430013826,1.8921954931280407
gov,25,bible,bible,ta,17.473300429070793,0.1825081602914753,0.2878272256506326,0.5960543573787835
gov,25,bible,gov,ka,1.9339566155415202,0.1380349932344123,0.24617834173842568,0.5058968717178969
gov,25,bible,gov,gu,4.089134453924439,0.2866514659491084,0.6497589013985228,1.5929099349459366
gov,25,bible,gov,hi,2.60253057704142,0.19678905102639166,0.0040712925686620886,0.00851030366319268
gov,25,bible,gov,si,1.8697331397299013,0.35861418635584447,0.7728086073566748,2.4084780560771897
gov,25,bible,gov,ta,1.8871723954195412,0.38671222160723595,0.533892108477422,1.617795470850862
gov,1,bible,flores,ka,0.797113563730949,0.3400453136073491,0.11606692310343657,0.30425115278095655
gov,1,bible,flores,gu,3.2374355815188953,0.20575043065898957,0.21677850473099494,0.4673974374656276
gov,1,bible,flores,hi,2.343411830765764,0.14753487694128106,0.07805429147723765,0.1571471213534279
gov,1,bible,flores,si,1.1248005237426986,0.265127619311232,0.3121891569888723,0.7817858000804678
gov,1,bible,flores,ta,1.1536789359036836,0.25935140731153555,0.07545144338811839,0.17249803006444892
gov,1,bible,bible,ka,13.056231211153253,0.2359233556235285,0.3785123547482908,0.8319274221850788
gov,1,bible,bible,gu,15.868559884398517,0.18403713780848696,0.11347901450076499,0.23464682037725149
gov,1,bible,bible,hi,18.35012332390855,0.17429853577631274,0.42315365539586647,0.8711282724644082
gov,1,bible,bible,si,21.77409708115852,0.1792249711988683,0.793225416224754,1.6479718366432186
gov,1,bible,bible,ta,16.370251683423447,0.19961820719957946,0.27219807439642374,0.5734429289642771
gov,1,bible,gov,ka,1.0901000114703094,0.1617092988739967,0.15683424095852908,0.3315961349058615
gov,1,bible,gov,gu,5.418187124803598,0.23670280605292193,0.7641986377096719,1.7500668593832254
gov,1,bible,gov,hi,2.989004168013379,0.2507505574280562,0.12739210821999122,0.28601062307854846
gov,1,bible,gov,si,3.048634852076143,0.2781366090515834,0.741631563539262,1.8625769716309364
gov,1,bible,gov,ta,3.0095220146059414,0.32440767751368205,0.6276805548022171,1.6560695716932121
gov,10,bible,flores,ka,1.5856415621495195,0.1994578243262184,0.1369717942176158,0.29532160857310397
gov,10,bible,flores,gu,3.472862012402195,0.19463119653810163,0.11778537872689088,0.2483019148890254
gov,10,bible,flores,hi,2.5562929331247535,0.13066486395392007,0.10523401392131103,0.20910701244182722
gov,10,bible,flores,si,1.1858927768170702,0.2319789679359722,0.12796271004547907,0.28796808390237416
