train set 1 size,train set 2,train set 2 size,language to,c0,c1,rmse,kfold rmse
10,bible,1,ta,-3.9698553164656007,28.652353483489197,4.595148309553644,14.816537965172897
10,bible,10,ka,-9.61202115777142,58.67133724661758,5.332481335231905,13.57664006216477
10,bible,10,gu,-2.6607551643065146,46.02970780434804,5.192019579353838,12.129359970217502
10,bible,10,hi,-8.643512824404679,61.79828983171958,6.222346580717801,15.787265751597953
10,bible,10,si,-4.290635945253328,50.210107643642026,10.026411765482594,33.2871201113167
10,bible,10,ta,-2.1311197959930404,37.60580582680696,7.617174245057741,24.560720087008036
10,bible,25,ka,-11.900480679862433,69.62463219408501,6.193657247093905,15.769216960335653
10,bible,25,gu,-4.2731996805750425,55.062374629253654,5.651057754836523,13.201744075430748
10,bible,25,hi,-10.292809666132628,71.56208792834785,7.265639396506134,18.434296212842895
10,bible,25,si,-5.257935828025062,56.831320796135806,11.126057602765945,36.937882110919745
10,bible,25,ta,-2.4986391654996694,44.56314199030461,8.992348252012334,28.99481372450825
50,bible,1,hi,-6.277486943728218,43.97846373949246,3.926299989401691,9.829576041245218
50,bible,1,si,-5.939950234497967,40.298399047813604,6.3777859409476845,20.69541381927697
50,bible,1,ta,-3.725536172845654,29.667359896010456,4.594533086161056,14.615006733222664
50,bible,10,hi,-8.311878142730315,61.840938819857904,6.081924791805666,15.226228861666423
50,bible,10,si,-4.380861656274006,51.89416861986637,10.00706327998121,32.472133372368475
50,bible,10,ta,-1.8506243424397595,38.32695749486708,7.718198743071625,24.55124916568899
50,bible,25,hi,-9.631320693924835,71.02977206762093,7.2545177117970345,18.161840328847607
50,bible,25,si,-5.478442929354415,58.739681947263286,11.029997064164988,35.79147305693133
50,bible,25,ta,-2.0308549384148216,44.15340748618255,8.86723834951478,28.20629338236654
