train set,test set,language to,c0,c1,rmse,kfold rmse
gov,flores,ka,3.816326498498713,0.4653061240413815,2.379504321560802,2.4613352050041466
gov,flores,gu,9.064625839030471,0.47517006858797606,1.9887523864025343,2.057145357265928
gov,flores,hi,9.607298474936233,0.21710239651440913,2.439504999077246,2.506955706801231
gov,flores,si,5.927342058376938,0.14989106725963888,1.748748385283795,1.8040166866476381
gov,flores,ta,4.08685548293389,0.1587509077705163,1.2406703391075813,1.2732350214464294
gov,bible,ka,0.5217687054164263,0.053741496701387,0.3149343955006943,0.32576495435389485
gov,bible,gu,2.5122448943123916,0.09897959201756697,0.3557592245470808,0.3679937447331036
gov,bible,hi,1.8795207014343942,0.039324618622641666,0.7032197194733728,0.7249243166209883
gov,bible,si,0.442556281771968,0.023602033405954972,0.20182536653408018,0.20755858456170762
gov,bible,ta,0.45664488017429194,0.025272331154684097,0.15852671369282959,0.16549014082109642
gov,gov,ka,15.360544217687073,0.8588435374149659,4.823161945908781,4.9890299473725985
gov,gov,gu,24.395238075988583,0.5976190485735687,2.7352635461078827,2.8293289554069756
gov,gov,hi,24.927124207691374,0.2859477117604586,4.176589165673771,4.29396538916898
gov,gov,si,29.812854040599014,0.4726579518005223,6.50765072617271,6.691662665118993
gov,gov,ta,25.686056627827192,0.3576252727865201,4.778465617761702,4.90188001701892
bible,flores,ka,0.7208556149732618,0.06256684491978613,0.27405647569736014,0.2797123792703347
bible,flores,gu,2.312925168379701,0.08503401368916094,0.45490523794544724,0.4705493785111814
bible,flores,hi,1.6714795008912655,0.04777183600713013,0.2120059528979578,0.21638127441312002
bible,flores,si,0.9688057040998218,0.03975044563279857,0.2016641990980575,0.20582609024426293
bible,flores,ta,0.9040998217468806,0.045632798573975036,0.14478455319860545,0.14777257761126567
bible,bible,ka,14.184313725490197,0.5862745098039216,2.3889451277769886,2.438247528753494
bible,bible,gu,17.503401360544217,0.4802721088435375,1.9245990836153528,1.9907858321626906
bible,bible,hi,19.94991087691791,0.5163992868316889,1.804636038082617,1.8418796281593741
bible,bible,si,23.65311941507203,0.626024956094196,2.590609326875046,2.6440736217206107
bible,bible,ta,17.84474154656959,0.5675579316500775,2.0424963754803245,2.0846488622649235
bible,gov,ka,0.37540106951871666,0.026203208556149726,0.09824666109905364,0.1002742491068244
bible,gov,gu,1.3625850340136052,0.06700680272108844,0.2624453295839119,0.27147079529491247
bible,gov,hi,1.18680926786867,0.027094474211703273,0.20683507599800763,0.21110368218325845
bible,gov,si,0.4727272714750556,0.01818181823839325,0.08790490729915328,0.08971906500034334
bible,gov,ta,0.3727272721475262,0.018181818208015798,0.08790490729915323,0.08971906497826845
