train set,test set,language to,c0,c1,c2,rmse,kfold rmse
gov,flores,ka,100.0,6.767793366499772,-0.888368531476704,0.5172439561502765,3.2500364509994917
gov,flores,gu,39.3909681086375,3.3484981227455544,-0.4072104125010976,1.466482128788911e-06,1.2692408546884533
gov,flores,hi,34.47264529569055,3.2856650211063365,-0.4147303609720142,0.1780990973345137,0.6138542490239371
gov,flores,si,27.503375782169005,4.042906717774271,-0.49633059705482746,0.02373120943231414,0.12527735199454318
gov,flores,ta,14.651213358158001,0.8708097434768126,-0.43072779047319243,0.21425581251686063,0.43866962764118267
gov,bible,ka,100.0,18.241495539480475,-1.3471956828577694,0.0453451888169178,0.4617721750906514
gov,bible,gu,6.310835259551662,0.9021657349002161,-0.2568405088018575,1.411658117198189e-06,0.05581926745539114
gov,bible,hi,100.0,21.823235246978214,-1.0689043192203906,0.09423418492897227,0.12560939624558032
gov,bible,si,3.960880745819999,2.79412257449578,-0.7386808331981402,0.029562912514520468,0.07032547754157367
gov,bible,ta,2.0110210400852,0.54420951059215,-0.5051527014309896,0.03519189943592447,0.08060673444783233
gov,gov,ka,100.0,5.714426787660763,-0.51420656281455,0.8623622378072865,5.148525427340922
gov,gov,gu,54.0046097666943,3.0235757423764453,-0.21938489380276768,3.5115818558390254e-06,1.4864796594826784
gov,gov,hi,74.66308540775461,7.653565204574867,-0.32864168119976467,0.03724695196469558,0.22107597884379862
gov,gov,si,100.0,5.364175783114008,-0.3780358317856566,0.2412743967079742,0.4412250699039923
gov,gov,ta,78.1095092476667,5.803595608713136,-0.34224157693152507,0.29022842534723564,1.3542432442961976
bible,flores,ka,24.541067725084876,10.727656368754305,-0.9481538197470034,2.6085429435861435e-06,0.334531006042644
bible,flores,gu,14.2115184717394,10.858617254353714,-0.4772751809827356,5.9715718096812985e-06,0.3735022015910247
bible,flores,hi,4.748697735965157,4.237143126393283,-0.2885787959404364,5.1187886304515165e-06,0.15139568522766642
bible,flores,si,9.28384116873045,12.532424528359158,-0.5927466254468601,1.1496002755737277e-05,0.20997654175727454
bible,flores,ta,2.8681626143176002,1.03556284139499,-0.32468049481112565,8.621803286673114e-07,0.05351631511911183
bible,bible,ka,52.37058411878407,3.5314942182716127,-0.36398180034800637,1.6970748873561141e-06,1.3599355595398748
bible,bible,gu,36.475259417350806,1.3415531075907305,-0.20451164299188115,1.499732007446639e-06,0.5772813239907674
bible,bible,hi,39.18038916776039,0.7675210084087015,-0.1897036091722743,1.4838967357289106e-06,1.2688142664782631
bible,bible,si,55.57295160263082,2.6626197064073085,-0.23840222653221163,1.3464535151933552e-05,1.520245886654238
bible,bible,ta,41.72894961370326,1.2910833092873002,-0.23873678615511487,1.6738289114080377e-06,1.3221799834039254
bible,gov,ka,2.6407314545818137,3.931461379129111,-0.545430051881749,3.831842595969485e-05,0.08248290170806487
bible,gov,gu,4.776475783724514,2.1724149812377846,-0.3493164173928231,1.1155090577810845e-05,0.13254702619139502
bible,gov,hi,100.0,55.155471590893484,-0.9873246764000481,0.03749817251121163,0.2986195550382893
bible,gov,si,2.780377304198122,8.688172544936645,-0.4761023426693228,1.7841703858834177e-05,0.0836432545248474
bible,gov,ta,3.8736895906040996,10.556863591918818,-0.6233989219261498,1.6651214787328064e-05,0.09161043350337299
