c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2",rmse,kfold rmse
3.8724510557373883,0.00015664159445602762,2.399809210251695e-06,-2.2084327160638112e-06,1.2904769773203362e-06,1.075492415521686,-6.767117592191167e-12,3.171977325123253,2.541557908166168,-2.2227190619939706e-07,1.3377373800382016e-06,14.022087583723351,13.94100698357024
