,models,Normality p-value,AIC of centered model,BIC of centered model,LogLikelyhood,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,0.19844925572747896,180.2999415398519,184.38898641529875,-89.14997076992594,0.012535925637846224,0.02886426670885271,0.012992067644144917
1,poly2,0.09223868423130029,180.58380746453247,184.67285233997933,-89.29190373226623,-0.0009026688839437469,0.146379939831712,0.05680359409204232
2,poly3,0.05384699817081014,179.85656335242956,183.94560822787642,-88.92828167621478,0.03316594882879187,0.10296896969555905,0.017920296982265414
3,exp,0.17916824624623207,180.04056139332397,184.12960626877083,-89.02028069666198,0.02465751091627366,0.001866763249858781,0.0011623145756891437
4,log,0.06889848433543339,179.90628563899486,183.99533051444172,-88.95314281949743,0.03087403659896304,0.06548782333182145,0.010763217190768337
5,power,0.09960545592958593,179.7810117881061,183.87005666355296,-88.89050589405305,0.036638071885747525,0.0429051242376217,0.013111188811806883
6,mult,0.09960545592958593,179.7810117881061,183.87005666355296,-88.89050589405305,0.036638071885747525,0.0429051242376217,0.013111188811806883
7,hybrid_mult,0.15217475076252904,180.1117344335934,184.20077930904026,-89.0558672167967,0.021346279540412683,0.03121308507777643,0.011765613505661597
8,scaling,0.06921324412294866,179.866083133835,183.95512800928185,-88.9330415669175,0.032727561431608154,0.0848184143869336,0.01994949553609017
