train set,test set,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
gov,flores,3.412863713707318,61.500551730057765,-108.3517513668847,57.63833625081384,3.2881943711209227,3.3827273598853935
gov,bible,0.6240554901111469,10.132562921598902,-16.93274752457789,8.342798013869357,1.1398505425099508,1.1685551725074026
gov,gov,16.485894467017495,137.89981729259074,-262.79419268530233,150.7418133689865,4.251918956800606,4.344133486810962
bible,flores,0.9585852709820692,8.210436196680572,-6.844238473569433,-5.861929591479458,0.7529497548866768,0.7637481861031417
bible,bible,15.563286795519941,74.01818325900379,-58.12205327159858,-50.25494608163588,3.47056191415805,3.5680622763292233
bible,gov,0.5478365061723088,4.686911853445014,-3.9547242168986214,-3.3806128875636627,0.6429100514075797,0.6509753323642464
