train set,c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
gov,7.228491943055237,0.032928574731362195,-2.990048348697891e-07,-0.8028096422177109,1.6765069982981974e-09,-3.8197566185121574,-7.234016938006791,14.443550307127667,14.45207706508035
bible,6.502335122904136,-0.0024233015128250586,-8.967846486102727e-09,-0.11534774264071593,-0.048740136159424415,-0.7138015415236536,-2.9487881401015437,12.019800038484423,12.02841438502389
