train set size,test set,c0,c1,c2,rmse,kfold rmse
1,flores,0.0,0.0,0.0,3.7177950454536886,2.585612022762704
1,bible,1.8057385446841208,-4.6012657503500385e-09,-1.2959771464824517,8.472050592900944,8.570500088178825
1,gov,1.6196007195903004,-3.791870281630497e-09,-1.5869201042755956,9.606502402777087,9.591178046781808
10,flores,1.0445228947584402,-1.3608599297950112e-08,-1.7171146320805712,5.179876842623488,5.170055073763814
10,bible,3.1854940736403754,-7.4316115832458184e-09,-1.2475048806077131,13.23764526996281,13.442328468445274
10,gov,3.808145783966209,-1.2561881651296173e-07,-1.2804670604936306,17.089761861283677,17.0554739108997
25,flores,1.1176524317701606,-5.691149106447516e-09,-1.8583475483636405,6.228783197565644,6.223866067163893
25,bible,3.943447637187615,-3.570632706681034e-08,-1.1540871596322957,15.065449123450415,15.309679846827533
25,gov,4.223237986174757,-1.3168066601090136e-06,-1.2843040049005672,18.97944540597039,18.94585592817851
50,flores,1.1931775726337035,-3.929995845480444e-09,-2.5890536165666473,3.425219159972263,0.43259642196980214
50,bible,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,1.1210773414951234,-4.106767768001927e-09,-3.9319773721968336,5.337286188246357,5.380384098150954
