model,pareto,rawlsian,gov-flores,gov-bible,gov-gov,bible-flores,bible-bible,bible-gov
linear,True,False,5.2266495539377,1.3240980278517211,9.311813990498134,0.9952546887648202,7.062051089450134,0.7454527671660941
poly2,False,False,5.215165559630071,1.3265511015292308,9.3097140854258,0.9965536102084208,7.063045750026708,0.743771318991705
poly3,True,False,5.220890581281112,1.3260272480423805,9.31292519619448,0.994658697370431,7.064458753715277,0.7423702235840528
exp,True,True,5.193530749656384,1.3248170542470008,9.297979285888058,0.9925745654526572,7.062190670476255,0.7424377007018456
log,False,False,5.144718258421282,1.3232445732699267,9.34258780987016,0.9973926783825964,7.088081588607354,0.7442782154167056
power,True,False,5.138256487066671,1.31667201199415,9.315400238990089,0.9964536221493354,7.069156938349535,0.7426617486705496
hmult,True,False,5.139982703748889,1.3158930269128448,9.804109437786584,0.9933915761189284,7.147256742963326,0.7413610453616906
