language to,c0,"c1,1","c1,2","c1,3",c2,rmse,kfold rmse
ka,3.293937601476384,50.806752656973224,-43.34082316648313,-36.9903658804592,-3.6791545389970026,10.543867969568293,10.603752361359538
gu,7.605165860437534,39.22122938779602,-31.321925557083677,-27.009331208324532,-3.406406282491429,11.256486990855137,11.35084554418339
hi,6.805962161656309,49.32607455686879,-93.89798748795869,57.1167121596523,-3.618710583841483,11.878127686660438,12.124841630010824
si,6.693374231729143,57.975517987311555,-109.77760790432428,65.85898037563311,-3.687184245552639,16.18140251664077,16.66037993972648
ta,5.4955872648380435,45.9836035840817,-86.37263820683077,52.451673780100336,-3.82528722080708,13.123266261902755,13.507750497053655
