train set size,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
1,3.5198160855459633,-7.401927611480598e-05,7.566116373487208e-05,-1.2782186389199323e-05,1.4103413664602455,0.00020190793593283495,-4.981458490254236e-09,8.570819869454137,8.519909549953285
10,10.795492771841609,6.183554570324535e-06,3.937683753845432e-06,3.169099823861381e-07,0.0004236188142288144,1.9560346412887998e-07,2.7989951052647826e-06,13.7835464412436,13.709324251695842
25,9.818088009915703,-7.012317278189818e-10,-0.000583225647357475,-5.195922434023137e-05,3.9007102142638557,-0.00020262192811260426,3.570604144813382e-06,15.414077130048103,15.318442751398564
50,13.121503003862419,0.03413547787538467,0.004145019528861991,-0.02601968828966516,5.232887367877656,2.4825908504069805e-10,0.03709326300093751,17.45222858837975,18.10438482789625
