c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2",rmse,kfold rmse
8.415066956476903,0.000926785223482464,0.0007108961596191182,0.000563222190028738,-0.0014292953991119706,2.448737044058073e-05,0.004109021087948606,2.297706363182853,-1.7407751688350028e-09,13.948926956512825,13.930639503199892
