c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3",rmse,kfold rmse
8.611208311050452,4.867921432785502,2.772184410312928,1.5878403153206306,5.749801565934789,3.593061633005029,2.153749787377634,2.677096989006027,0.9447905696064951,0.3988855811920249,1.0510448366638825,-1.4135183890040206,-1.7330271871272445,1.704889165800982,-4.513776108484537,-10.104222546088632,12.5133187108797,7.725474290919021,3.9060438503276207,13.62308726008226,13.642852060586545
