train set,c0,c1,c2,rmse,kfold rmse
gov,11.271152311755971,-8.594714799850959e-09,-1.7661135074467673,14.68967565152938,14.803048470303283
bible,5.630414288859572,-7.980977239305828e-09,-1.7530046070689957,12.273963864099253,12.310489879001784
