train set size,test set,c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
1,flores,6.138137764844733e-07,-3.8496226629173333e-07,3.4024141981303002e-09,5.903392094806115e-05,-0.06197269590764171,-0.16525069645157411,-2.9315564903986253,2.246682806079517,2.27263728630262
1,bible,5.463412004544296,1.8996066612606754e-08,-0.012383161405972147,-0.2462023024023212,0.020479434229758356,-1.62012831251359,-3.1949309024561185,8.390961048688528,8.615236993278442
1,gov,4.1731741838968945,-3.094401202430245e-06,-1.1204584293156252e-05,1.178154832786786,2.0336688648231428e-07,-1.7279543506527286,-6.704918293699468,9.55141654539633,9.868780824717629
10,flores,-0.656754102667934,-0.0001479545236267398,-0.0015719297943287002,-0.13538511884221022,-2.6892144489853798,-3.6869725835159647e-09,-6.731131034856356,5.170787341811941,5.245601138848222
10,bible,14.285752720191754,9.293663591032761e-08,-0.0011836511394681124,-0.6902320929307509,0.6537666956489039,-3.107124633244361,1.0238097297880843e-05,13.058517426548375,13.591393299713696
10,gov,20.001958737249154,4.5962263771092056e-09,-0.05086433236423275,-0.022356140733690785,7.477710005094843,-3.8568910344164578,-0.5856302232600624,16.888556599465566,17.724425706789166
25,flores,-1.5165484992685982,-8.512758586556296e-07,-8.826444409033147e-09,-7.631920374662348e-06,-5.204599141233242,-0.024619641673645384,-8.200518273068335,6.200509734965548,6.3361371169037835
25,bible,15.326225847599193,-3.0226236813969003e-05,-0.0011211036845744382,-1.6349782890208562,3.9216569091342994,-0.8897886092456883,-1.8919214091453813,14.881124825846983,15.51630498657984
25,gov,21.496841624865397,-3.982954989835214e-09,-0.00011737671206910782,-0.9932048246687225,12.776524324995282,-0.5189236620604475,-2.6842599648968353,18.743537062780963,19.743606638213656
50,flores,-1.7433533084528714e-09,-5.839215173421555,3.719811517996336e-05,-7.738207460439181,-11.647004412905517,-0.0004100137196681997,-0.00031953216364653055,0.39878680080105156,2.030036894941213
50,bible,-6.684077261872931e-07,-1.3069844650336796e-05,1.2210366719278068e-07,-1.4974151818663277,-2.4062002087191163,-2.960985754409365e-07,7.205670232011045e-07,0.39411443264154417,0.7004782901938459
50,gov,29.095602224902947,-2.919531073839373e-06,-8.288798798652659e-07,-9.17589928068608,46.066143321999625,-3.378510400740157e-09,-24.72400127020546,0.7205248894565843,6.360804533874744
