train set size,test set,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
1,flores,0.0,0.0,0.0,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,2.2207570680787443,0.8919854702922596,-1.4008942216519495e-09,1.9077697125871949,1.6260819104270288,8.911318465697418,9.15250250860754
1,gov,2.58821702319338,1.04158715841953,-7.492327305095757e-10,2.2140158631754083,1.8772331119482835,10.079341079171348,9.821621229051463
10,flores,1.8814061758957408,-1.0865521949461207e-09,0.0006149794363815733,1.452116766751496,1.0657574723681627,6.146388672520663,5.869666561027986
10,bible,5.719364110969813,-1.3519556734695912e-09,-0.0004270032203763426,4.172904892874872,2.781005864001723,13.412187079749707,13.683804227908038
10,gov,10.76673656802762,0.025704727020921303,0.041842361267960246,5.100065130323263,1.1719240809892016e-08,17.13656043329382,17.041196482112337
25,flores,2.5476714565780756,-8.243734121967647e-10,-0.0005116895199261122,1.9560267663566602,1.4235493434735538,7.10125902532095,6.746217037410843
25,bible,14.63129911545306,1.92199538222051e-08,2.6725123126229338e-05,0.0012652477277132548,0.05837350684371167,15.100512320803647,15.586494550005103
25,gov,12.0084998389564,3.2993303684793257e-06,-6.297088612085039e-10,5.687181481021672,0.005058825129133167,19.032174956285328,18.909122005126065
50,flores,11.57940859875623,0.005658736047423035,-1.493083544500874e-09,0.0012148782007960401,-0.004404742130633435,4.306868348331953,3.936596031990896
50,bible,0.0,0.0,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,15.747633310136475,6.731306051081661,-2.124416584702288e-09,12.174602571326691,8.958897318753513,6.00292625447839,5.9322993937953505
