model,pareto,rawlsian,gov,bible
linear,False,False,14.488310711469513,12.027583703805174
poly2,True,False,14.49008100022669,12.027219426892838
poly3,True,True,14.488300239140926,12.027563513558473
exp,True,False,14.496211566742398,12.024968344752248
log,False,False,14.490782782908031,12.02723503095684
power,False,False,14.49919181344047,12.037574301609636
hmult,False,False,14.498908709060132,12.034482671770414
