train set,train set size,test set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
gov,1,flores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.107641334314694,5.107641334314694
gov,1,bible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1410521460476728,1.1410521460476728
gov,1,gov,12.742509103454976,-0.00043331415580374894,-0.00023539362062603342,0.00012584304274268482,5.127968029169122,-4.35238164929376e-09,-0.0010147251519529,4.644060862293077,4.640735041758323
gov,10,flores,9.272819261729556,-0.05112380270974383,-2.6844663259801962e-09,0.05044806019704816,0.0013677068684998235,-0.0001151714894248561,-0.00039876949182836524,4.302331859843994,3.682847833172645
gov,10,bible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3958297101421877,2.3958297101421877
gov,10,gov,25.124030540268343,-8.834021681037798e-06,-6.037511065024836e-08,-5.807320775833583e-08,10.236444837564287,4.3531670533528907e-07,4.81981598223549e-06,4.160955446129338,4.0930633264670355
gov,25,flores,8.555414767758935,0.09707690554009082,0.34876527304640204,0.05213091472052316,3.301368683821556,0.008387318972509845,-1.1282424693335786e-08,5.233538094068713,4.42605267503625
gov,25,bible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.874369496080836,2.874369496080836
gov,25,gov,35.44146502935528,-1.6376710490951162e-09,-0.013597272976384338,-0.03599962700466254,0.33732515086012305,0.0011525595780453284,0.029629783803552242,5.302038922457182,4.203691975593675
gov,50,flores,10.925849354592085,0.0036685667082646334,-0.007879658190652823,-0.006138751976853254,0.001029319788624779,-7.706070779640255e-10,-4.8759962565251984e-05,4.7331607031869565,3.577140955848596
gov,50,bible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.335950912726264,2.335950912726264
gov,50,gov,27.341967973955867,0.0017489939785676966,-3.240536780351478e-09,1.8032371264549017e-05,14.215960284826961,4.957774133307482,0.023356860047205257,4.689585557021924,4.717455159811469
bible,1,flores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2473972903610142,1.2473972903610142
bible,1,bible,14.410308413406876,-3.6797151394228764e-05,-2.072641069425143e-05,0.00028473661304351044,0.010307725975409762,-5.169156508617274e-09,-0.00014489907950027286,4.016194124047535,3.821109960285518
bible,1,gov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74565407529229,0.74565407529229
bible,10,flores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4240462041801103,2.4240462041801103
bible,10,bible,25.259657484551163,-0.000964452011171468,3.4413242154194327e-07,-0.0004709194156914313,0.0019656886520447838,-1.829270043599836e-09,0.007007246657268259,4.2952981702193105,4.0971369381211815
bible,10,gov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4676511847165867,1.4676511847165867
bible,25,flores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7542694131112158,2.7542694131112158
bible,25,bible,29.369543747215683,0.0004094239551680079,-0.00024389545512091418,-0.0001722480677656562,0.001205000632440723,6.6615684344979605e-09,-0.0003195002517597088,4.436721401108128,4.317276791736091
bible,25,gov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6792855623746665,1.6792855623746665
