c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
6.752175966709664,0.8445378794784951,-0.03177277918720429,0.00038538571244256753,-42.6199757049487,-28.139272530193345,-15.668491794411112,4.135892991828652,2.523827413761975,1.5354554142824666,3.194367502555198,1.511402979932335,0.7152151682240662,2.830401642942735,1.1927466370571818,0.5055867007731184,4.894525941379159,3.6383162011922354,2.7591418410039577,4.804827510148911,3.0522242839017752,1.4748798410336752,2.0618924612444856,0.6330522228081751,0.1957132375052755,5.126265906012656,7.275422952588798
