train set,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
gov,4.9384482626108985,-4.394048668817836e-10,0.029864591384047876,4.232940781329941,3.597961772367834,14.865995362577754,14.773379429935611
bible,2.8520457911239507,0.0009234104011948836,-1.3875794394316823e-09,2.4456501267160022,2.079899069023713,12.311868035051448,12.290704884600773
