c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
10.080776964101712,-1.2179754185829804e-06,0.005399179170055741,-0.0016690960111691864,-4.397326667340889e-09,13.935326417495876,13.81135678483073
