train set size,test set,c0,c1,rmse,kfold rmse
1,flores,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,6.42060701708818,-1.652645922107286e-09,8.766445419148523,9.034752501714388
1,gov,7.2584933052604335,-2.3952617268489143e-11,9.978663612153715,9.745737455159551
10,flores,4.536641432019824,-3.272182102748659e-09,5.955815516804361,5.696493532968043
10,bible,12.491891426749575,-2.9870822894444664e-09,13.286986636489713,13.627754196101218
10,gov,15.529982951030165,4.523500133987298e-07,17.129745595465266,16.956897099856413
25,flores,5.954323610275187,-3.5295589907277545e-09,6.939229110669339,6.715381582083045
25,bible,14.630793690877644,9.206234153511602e-12,15.108809753767357,15.45134036842357
25,gov,17.643155206663423,-1.2646663461303083e-09,18.974855152816588,18.828540798208355
50,flores,11.839313601151039,-3.484107328196392e-09,4.154456275729071,3.577215530459594
50,bible,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,39.87780653330368,-2.8040329549990317e-09,5.8746773608933225,5.611469373937988
