train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,c1,c2,c3,c4,c5,rmse,kfold rmse
cc_align,25,gov,1,flores,7.160000034193293,13.624981622878272,13.708383829327383,3.684069309227671,-0.40402601010416084,13.525973449410083,2.3035624584543064,0.6157507987461296
cc_align,25,gov,1,bible,0.8749999942963178,33.861527362640246,52.90975562616601,3.1817330026774466,-80.41383371608461,-40.1576800927254,0.2783882194521448,0.16631710435999675
cc_align,25,gov,1,gov,12.71984433483598,-11.004861026993904,2.149357674021744,2.537789197351319,-6.826563778644164,3.5413098569879864,4.492591562419862e-09,2.2525300844680736
cc_align,25,gov,10,flores,13.639967397755377,15.873609675744152,15.65012818971606,5.732003223012523,-1.7234866640297912,14.726295352912132,3.449985507369981,2.8278838826583192
cc_align,25,gov,10,bible,1.0513606721407605,-3.8453207376933194,3.602202343012461,-6.3842697834599935,-8.281982782991191,2.587283832530883,1.6182409079144147e-09,0.250330916639874
cc_align,25,gov,10,gov,28.435265403523278,-14.332101756002057,2.457999184578805,5.848039986940595,-8.990531660591039,5.078314327856212,7.932417529085394e-10,2.66716312163331
cc_align,25,gov,25,flores,15.319800919523695,15.186962229196325,14.535492828922365,5.208774720465338,-1.463085657344401,14.321991957436166,3.5678565049106217,3.1160658985355267
cc_align,25,gov,25,bible,1.0200237213515213,-3.9303655094597008,3.181493436757716,-5.049335966328723,-6.471968123204269,2.038353906049122,5.188488144117388e-10,0.3128115727416895
cc_align,25,gov,25,gov,32.94879776593387,-17.762615613218237,3.4683151464897053,7.804072048814483,-11.47237141859015,6.4587390739454955,8.293188972497746e-09,4.882667227773503
cc_align,25,gov,50,flores,15.599919547218999,13.027038296713847,-4.02133402423008,-4.134104651620598,-1.6595931211169463,21.383400397375645,3.269046752930174,0.5017467142401609
cc_align,25,gov,50,bible,1.063936954307993,-0.5943478149529531,0.336822363777789,-2.5228388301646105,1.760664315015034,0.21158130896772256,2.020785916220801e-10,0.5972157686952182
cc_align,25,gov,50,gov,15.840852605062647,-1.5792148047897434,-0.23132199214671262,2.219692232306481,-0.13556628071567228,-3.0215738644427876,1.5287542356509974e-09,1.2659870517169238
cc_align,25,bible,1,flores,0.6810306011039449,-4.9276427739630755,4.244609325971924,-5.731964455031846,-14.782334669985932,3.6006207153044776,5.358231320713682e-10,0.09739683311683618
cc_align,25,bible,1,bible,13.112152596061943,-19.945744332220414,4.082647239276654,3.4913771113133514,-15.285567829630715,9.521622983793158,5.046511624214615e-09,1.9906753758782227
cc_align,25,bible,1,gov,1.0000000010972039,8.348675125552287,8.074719820767621,4.316863929220053,0.6531338857368819,9.91916150792022,0.4939635615854631,0.13422806344289495
