train set,train set size,test set,c0,c1,c2,rmse,kfold rmse
gov,1,flores,1.8538652732672074,1.5311885061363921,-1.9779486955589451,2.034234031993029,2.0558583917465962
gov,1,bible,0.36416694760281887,1.6731883765976243,-1.8159509681771082,0.7543691824148782,0.7587928008649153
gov,1,gov,16.187024109108872,0.8326815648221716,1.0341871102217348,3.0298305302576707,3.0497609412779885
gov,10,flores,4.458877216699757,1.5462238625398856,-2.153287404927663,2.749719253524329,2.821597300085855
gov,10,bible,0.5193793723859214,1.653766588119702,-3.246207545445396,1.0655561906476216,1.0762785944456967
gov,10,gov,29.356322031189265,0.03411205961426946,4.144134033689656,1.7102910800613969,1.723349805671974
gov,25,flores,5.766705949613324,1.56015953260821,-1.9634339716729101,3.1644782925284796,3.246751440970897
gov,25,bible,0.7772102363872945,1.6456397822074555,-2.726106654275249,1.225804545463641,1.235323741442213
gov,25,gov,32.27783343679753,0.02981532788082913,4.0356716366639676,2.1199443915910314,2.143536211117858
gov,50,flores,2.6419942773322354,-1.1595297236284314,-2.4984452661184315,1.0255800994045674e-15,1.0255800994045674e-15
gov,50,bible,0.24787585847632343,-1.2862938169142766,-4.318050255886033,2.8665835232995054e-16,2.8665835232995054e-16
gov,50,gov,33.476753028009696,0.00041814215759614087,3.7572258776871625,2.1450660999638584,2.273249846671368
bible,1,flores,0.7392229676823407,1.6632170621038889,-0.9472957289087851,0.5455750485378611,0.5682419406432466
bible,1,bible,13.79741472701491,-0.06448708041090062,4.662806881816338,2.3230858664672365,2.339274665571517
bible,1,gov,0.28807428401330476,1.631153683951281,-2.086932572197425,0.36857278186169906,0.38834361639439013
bible,10,flores,1.570430055236211,1.6767133380376704,-0.754667100406354,0.8388367618385476,0.8957054553822628
bible,10,bible,19.779319306894706,-0.19593225654943786,4.143838110335739,2.2075006978080514,2.207514580293573
bible,10,gov,0.6759696353385589,1.6575005309946944,-1.673242907032015,0.6729501549273336,0.7110437349486418
bible,25,flores,1.443151266865677,1.6726403465080695,-1.1296163298114743,0.7432694613347984,0.7509597822518901
bible,25,bible,23.505514136832385,-0.16519583697878015,4.2352864094401586,2.3549477238912995,2.355008107860818
bible,25,gov,0.6571424143749391,1.6547455795104034,-1.7581865647059138,0.7252340357519278,0.732541322526021
