train set,c0,"c1,1","c1,2",rmse,kfold rmse
gov,15.114285460798069,-0.00017852595097211715,-1.1603881419409148e-07,14.476827530763261,14.48905432685028
bible,9.478404677451763,3.6782422887524176e-09,0.0899007381374526,12.018263456136934,12.027635486135955
