,mean,std,min,25%,50%,75%,max
linear,7.488754326952897,3.576829562852527,4.1023203976182695e-15,0.9463068515394522,10.126222637255184,13.844345787165224,101.66577970769592
poly2,10.767168920452322,20.670384272697344,0.0001812172804516,0.9942065302084993,10.658650956042584,13.793116679770451,518.8619065248441
poly3,47.56385290456958,243.00364113366055,0.0010051808708182,0.9942065302084271,10.65156802168232,13.787003597527663,5518.346224172757
exp,9.32400320821336,61.57561457465314,0.0007919937132485,0.9650683333939353,9.644669205055028,13.843046935626912,3292.13088002626
log,7.236463343768916,2.7790627279510534,0.0005946682738653,0.8703489412125541,10.651330306431456,13.850298663383565,79.51771380468442
power,9.504026995944336,72.4385009721893,0.000399072544687,0.8786320970879536,7.207866685923864,13.82869202605714,4466.378884088651
mult,8.65498414826568,59.20236804807191,0.000399072544687,0.8671506231848604,7.207866685923864,13.844563331894534,4466.378884088651
hybrid_mult,8.11495262737362,16.2012853985906,0.0001829219186249,0.8029152854875191,11.155007420819752,13.813652755673207,696.9319315836193
am,7.812885902928213,3.5307240099366584,4.1023203976182695e-15,0.994340167839462,10.126222637255184,13.885787123504027,101.66577970769592
gm,7.806086470996839,3.525538487725407,9.173067274558416e-15,1.0329106563250836,10.126222633402389,13.893362123228535,101.66577970326225
hm,7.821779715142621,3.5126626117616233,4.1023203976182695e-15,1.0480635369393958,10.126222624187887,13.897856876423926,101.66577970769592
