,mean,std,min,25%,50%,75%,max
linear,7.7632085376749265,2.7578943345914997,0.0672805325047792,3.21365866808466,5.238390030615478,10.363411067392683,39.65603298066822
poly2,7.4530138686649074,3.8526027866103,0.0723107138121536,3.054245974684964,5.089619170226094,9.872441111549989,72.05488973201678
poly3,7.217278449730852,4.203996727705291,0.1235300290975865,2.628521140507873,5.044428889145896,9.678610411928215,92.25889696985992
exp,18.68507746558056,168.64918167080913,0.0029706949189544,2.3812666561136226,4.870259846018185,9.496628489107886,3292.13088002626
log,8.62059951856006,6.184526365674184,0.1963197669560533,3.219148251111462,4.816478276316577,10.283455996891725,79.51771380468442
power,24.17399296728918,181.00891763816807,0.0240754982770747,3.190059631434976,6.0328222818532,10.531775387240202,4466.378884088651
mult,17.234503218857267,160.94792262039135,0.0240754982770747,2.6496640452955385,6.027346233018864,10.531775387240202,4466.378884088651
hybrid_mult,12.342828882230043,38.95725216449459,0.025614396655012,3.118448171029075,6.41085510721212,12.54202033806412,696.9319315836193
am,9.340211959804492,2.631006779642401,0.0672805325047792,5.160465226920468,9.286355091280395,11.488740262238132,39.65603298066822
gm,9.350752070476949,2.6405350207391636,0.0672805325047751,5.209582549677871,9.337529182135976,11.324746435566958,39.65603298066821
hm,9.383533903561377,2.6243700962874255,0.0672805325047792,5.197692912625142,9.569446184852406,11.414337295421715,39.65603298066822
