train set,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
gov,12.462405929530599,0.003620065283571786,-6.824233935448903e-10,0.00011412499765430103,-0.0014543478913433517,14.72638201309326,14.785791338297434
bible,5.013921519421573,2.0111626823162765,-2.1551551918867747e-09,-0.005018321107663638,-1.8894201548564194e-05,12.42193080858057,12.39225077653465
