model,pareto,rawlsian,all
linear,False,False,13.648472706049148
poly2,False,False,13.648472724163748
poly3,False,False,13.648472666192328
exp,True,True,13.648471586522977
log,False,False,13.64847263049086
power,False,False,13.648472673462392
hmult,False,False,13.64847267052799
