model,mean,min,25%,50%,75%,max
linear,13.898818060286194,13.898818060286194,13.898818060286194,13.898818060286194,13.898818060286194,13.898818060286194
poly2,13.812512963157502,13.812512963157502,13.812512963157502,13.812512963157502,13.812512963157502,13.812512963157502
poly3,13.93364368281194,13.93364368281194,13.93364368281194,13.93364368281194,13.93364368281194,13.93364368281194
exp,13.88750678403707,13.88750678403707,13.88750678403707,13.88750678403707,13.88750678403707,13.88750678403707
log,13.901243525643592,13.901243525643592,13.901243525643592,13.901243525643592,13.901243525643592,13.901243525643592
power,13.895176284691567,13.895176284691567,13.895176284691567,13.895176284691567,13.895176284691567,13.895176284691567
hybrid_mult,13.897820744003754,13.897820744003754,13.897820744003754,13.897820744003754,13.897820744003754,13.897820744003754
