train set,c0,c1,c2,rmse,kfold rmse
gov,2.746975170915189,-1.8419486452441426e-10,-1.490390953916115,14.55209379026661,14.572699930542978
bible,1.9799461956777387,-6.504299947189242e-09,-1.2659916545183845,12.086721200649963,12.058183747622905
