train set size,c0,c1,rmse,kfold rmse
1,4.585999307331636,-2.126117670636836e-09,8.539905522053294,8.49810037332773
10,10.810192882768632,3.052224166498602e-07,13.780926489570488,13.726983695774194
25,12.855630403006181,-2.774006007992234e-09,15.356367776182726,15.318092048452959
50,17.06666308532921,-5.609545039324895e-10,17.412288640087823,17.958014539804246
