train set,train set size,test set,c0,c1,c2,rmse,kfold rmse
gov,1,flores,0.0,0.0,0.0,5.107641334314694,1.6381066642103268
gov,1,bible,0.0,0.0,0.0,1.1410521460476728,1.1410521460476728
gov,1,gov,3.4576560058683365,-3.039080263762687e-09,-1.6819429390679546,4.152357221849756,4.282578320153989
gov,10,flores,1.5026252094508132,-3.440242687271487e-09,-2.0407012051626263,2.6448264810362248,2.5641538631735945
gov,10,bible,0.0,0.0,0.0,2.3958297101421877,2.3958297101421877
gov,10,gov,10.582325540481738,-8.507830437636734e-09,-1.1642970484643418,6.575125502441367,6.505926038295118
gov,25,flores,1.8080381349297086,-4.835732478623875e-09,-2.0463729418845964,2.924829691253486,2.8114068328463477
gov,25,bible,0.0,0.0,0.0,2.874369496080836,2.874369496080836
gov,25,gov,12.359001074869983,-8.500840409264118e-08,-1.1159848090974833,7.286137445668881,7.137579512937927
gov,50,flores,1.120825309694331,-7.010275937646828e-09,-2.7531778332645325,3.4264327224428786,3.648539903334827
gov,50,bible,0.0,0.0,0.0,2.335950912726264,2.335950912726264
gov,50,gov,1.092076004080954,-2.4102034856055052e-09,-3.9898815648051444,5.337304455019643,5.3827953231542285
bible,1,flores,0.0,0.0,0.0,1.2473972903610142,1.2473972903610142
bible,1,bible,3.9424548591561375,-7.315794265205659e-09,-1.411338066549196,4.6028214075637734,4.536209707484551
bible,1,gov,0.0,0.0,0.0,0.74565407529229,0.74565407529229
bible,10,flores,0.0,0.0,0.0,2.4240462041801103,2.4240462041801103
bible,10,bible,8.71074321965252,-7.182855474700486e-09,-1.1178995327612085,6.199861081713399,6.127521461699483
bible,10,gov,0.0,0.0,0.0,1.4676511847165867,1.4676511847165867
bible,25,flores,0.0,0.0,0.0,2.7542694131112158,2.7542694131112158
bible,25,bible,10.479256523298975,-2.9552172842776425e-09,-1.0757674148521048,6.822739605775582,6.6279095266176755
bible,25,gov,0.0,0.0,0.0,1.6792855623746665,1.6792855623746665
