train set,c0,c1,c2,rmse,kfold rmse
gov,23.466956962866504,0.8096638686043044,-0.2458802251041354,13.78548612121141,13.790408049507784
bible,13.636802364905042,0.0,-0.18969809683694824,11.777902474865448,11.789243642349971
