model,pareto,rawlsian,gov-flores,gov-bible,gov-gov,bible-flores,bible-bible,bible-gov
linear,True,False,5.228153402490671,1.32404931015567,9.57345645535731,0.9953959092025756,7.115248415379543,0.7477740735381515
poly2,False,False,5.22962501714973,1.3244570566368736,9.59397402148336,0.996007196880014,7.114126371009034,0.742488046068129
poly3,False,False,5.228568410917587,1.3242747288260663,9.623060102167637,0.9958394845440756,7.118762284222228,0.7426968114615315
exp,True,True,5.207372752021142,1.3255317663725357,9.281593443306072,0.9971890481110816,6.918634350468572,0.7424777708069108
log,False,False,5.043372433307919,1.2813057838935034,9.69569791530633,0.993788263652255,7.148147207695535,0.7431025218509613
power,True,False,4.668503238311604,1.2614676481227778,9.57823024429183,0.9699807955107816,7.104137934630728,0.7407301603314828
hmult,True,False,4.682105365605804,1.2978811473217853,9.818354613716632,0.971602550409669,7.1486083660330255,0.7395360721952178
