train set,train set size,c0,"c1,1","c1,2",rmse,kfold rmse
gov,1,1.8601021444409516,11.208500342294904,1.2868655083562035e-08,8.252708618646295,8.29616557660553
gov,10,13.272505323283763,5.154762453918398,1.2440113301156794e-08,14.035795410082576,14.100269880816318
gov,25,14.757371823859275,6.502159201431928,6.508357174080257e-07,15.418271322790842,15.489875785492453
gov,50,19.514250539848703,6.290083370078868e-08,-0.001820222667829335,17.23196359908808,17.45149840710887
bible,1,5.00506231453877,2.1503401800499518,-1.2504084397220424e-09,7.817484946006528,7.844027737420705
bible,10,8.39902316717275,3.490426308793423,2.4261247825220513e-08,12.376344784352773,12.42231049126256
bible,25,9.724721780656242,3.890179049311637,2.841367382980511e-07,14.189200400017352,14.239364346736533
