train set size,language to,c0,c1,rmse,kfold rmse
1,ka,15.549219512381816,-29.62733827611165,1.3258723825377206,1.3830323098398711
1,gu,25.016137259006683,-43.25210599763701,3.313598158587452,3.635620034676166
1,hi,25.215909862278306,-46.142510745711995,1.6364494910517742,1.7535398978180556
1,si,28.91374791271337,-50.55663196367158,1.9166437785060804,2.014386090501327
1,ta,22.325995306631285,-39.45418734088065,2.3319682639927954,2.4917239662479047
10,ka,34.026625119183386,-64.08025668200854,3.046600048405332,3.343303603877264
10,gu,37.050697434874834,-63.86937220470955,4.357586717730085,4.798006455553007
10,hi,37.67415598480013,-68.57780232359696,2.6084850660087553,2.8384768915217005
10,si,45.674540487889146,-82.42554008885296,3.66832652060411,3.9149651443984084
10,ta,35.81024091452038,-64.1970600290524,3.484183813872888,3.763809726494556
25,ka,38.687356476224934,-72.68445765856103,3.0684335075152824,3.3688762494144036
25,gu,41.46247414791184,-71.08426687647341,4.697328727997758,5.17061589930623
25,hi,42.05933689646481,-76.62277634760075,2.5100086670549615,2.721250604159998
25,si,51.18402272961735,-92.56505140172888,4.003699394018902,4.269038233400008
25,ta,40.06058298075699,-71.45487985210949,3.339719981329941,3.5869634621804454
50,hi,48.06870929940729,-85.54011075692624,0.5441848902551687,1.1268719350619982
50,si,56.52235206451509,-98.53979390416966,3.5130950746379335,8.059689467373452
50,ta,46.5567777485977,-80.4038933472217,2.6024350633586417,6.014571959075986
