train set,test set,c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2",rmse,kfold rmse
gov,flores,25.67995063340514,0.00011626569048186141,1.381785488843441e-05,-1.7782819541205478e-05,1.1577933629512242e-05,6.4982150896400264e-06,6.472302055012722e-05,2.6361932552817266e-05,-11.175684550056108,-2.4977897013604242e-06,-10.844374868722637,-2.70994676138297e-05,-7.827365591391093e-09,4.613635834470011,4.662985543832525
gov,bible,1.6832929553805807,0.0008235958880687072,-0.00427165656709194,2.7794243876281767e-05,-0.006035500210440906,-1.2877652979945012e-08,3.3045030238823215e-06,-0.0020547682076672326,-0.004974226260456068,0.20787310005472373,-0.0011791667631599622,-0.0004667590983562722,-0.0006034324598087497,1.3229217371533046,1.3257516802077736
gov,gov,14.12514828686553,7.036042035915853,0.0049272803383692285,-0.01256925833795027,0.0034669788493770248,-0.03813887521209367,-0.010377222233766248,18.5647383069964,20.002912013233296,0.005754349103624969,-10.288039376707234,4.273409921487946,1.0216435836775557e-07,8.86272075739776,8.9640620832343
bible,flores,1.7551930201472354,0.0001223003242908627,-8.613961848176638e-09,-1.6340300553428e-08,-2.594860077271535e-08,0.4494158602056397,9.083997461594249e-07,1.9203487517608523e-08,-8.230289601198194e-08,6.969176086039589e-08,9.312405589659552e-09,4.400200827004254e-08,2.2293700833937753e-08,0.9794019894186995,0.9902681439386221
bible,bible,15.97739738213533,3.917796381048269e-09,0.06470800733806932,0.058372334869356265,0.010570373322094501,-0.019992161081108663,-5.7539279011218225,13.54420850603889,12.596468533760461,0.09015276127300283,-8.140189453305636,7.00525705046131,-0.06744329690224667,6.520488323778313,6.6408381074696
bible,gov,1.0880877899087764,3.584068534509859e-09,-7.713657525064458e-09,1.912625527870653e-09,-2.7126693752880332e-08,0.00037840950767451036,3.078638684464254e-09,-5.522436965638777e-09,4.813341522685517e-09,3.7837634515078426e-07,-3.288742699078482e-08,-3.445698705656623e-09,8.620945652502187e-09,0.7391880747898585,0.7480154194380323
